session_id,training_day,date,body_weight,mood,dchest,arms,waist,legs,shoulders,training_duration_minutes,sleep_hours,stress_level,program_phase,exercise,muscle_group,weight,reps,volume
1893,FULLBODY3,2024-01-31,109.3,good,131.3,38.2,92.8,72.6,154.0,61.4,9.8,1,hypertrophy,Lying Leg Curl,hamstrings,1367.5,6,8205.0
1705,FULLBODY1,2022-11-20,104.5,okay,125.5,37.2,89.8,68.5,145.7,59.9,7.2,3,deload,Lat Pulldown,back,1015.0,8,8120.0
142,FULLBODY1,2012-11-24,72.8,okay,88.8,24.8,61.4,47.8,102.2,60.4,7.0,1,hypertrophy,Assisted Dip,triceps,132.5,7,927.5
501,FULLBODY3,2015-03-13,77.9,good,92.5,26.6,66.4,49.9,109.4,72.6,8.6,2,hypertrophy,Seated Face Pull,shoulders,292.5,8,2340.0
1187,FULLBODY2,2019-07-31,95.1,okay,112.7,32.7,79.7,63.2,130.3,72.3,7.9,2,hypertrophy,Leg Extension,quads,732.5,12,8790.0
132,FULLBODY3,2012-10-31,72.5,good,87.2,25.9,63.0,48.5,100.8,66.7,8.1,1,hypertrophy,Reverse Grip Lat Pulldown,back,142.5,6,855.0
24,FULLBODY3,2012-02-22,70.8,tired,85.5,25.2,60.7,47.0,99.8,59.6,6.4,3,hypertrophy,Seated Face Pull,shoulders,25.0,10,250.0
1452,FULLBODY3,2021-04-09,99.1,okay,119.4,35.5,83.8,63.1,139.1,60.5,7.4,1,hypertrophy,Reverse Grip Lat Pulldown,back,682.5,10,6825.0
2000,FULLBODY2,2024-10-09,110.7,okay,132.9,39.1,93.5,71.1,155.8,59.4,7.2,3,hypertrophy,Overhead Press,shoulders,1182.5,12,14190.0
1306,FULLBODY1,2020-05-04,95.3,okay,112.8,33.7,81.7,61.2,133.4,62.4,7.9,3,hypertrophy,Dumbbell Supinated Curl,biceps,865.0,7,6055.0
657,FULLBODY3,2016-03-10,82.3,good,97.8,28.6,72.3,54.2,114.5,57.3,8.1,2,deload,Reverse Grip Lat Pulldown,back,557.5,6,3345.0
1623,FULLBODY3,2022-05-13,101.5,good,121.4,35.0,85.8,65.7,142.4,63.9,8.8,2,hypertrophy,Dumbbell Incline Press,chest,962.5,12,11550.0
408,FULLBODY3,2014-08-08,76.5,okay,90.9,26.2,65.2,50.4,106.0,60.4,7.1,3,hypertrophy,Dumbbell Incline Press,chest,272.5,12,3270.0
1683,FULLBODY3,2022-09-29,104.5,okay,126.8,35.7,89.2,67.6,149.5,61.4,7.9,2,hypertrophy,Reverse Grip Lat Pulldown,back,1112.5,7,7787.5
1996,FULLBODY1,2024-09-30,110.7,okay,132.8,38.0,95.7,70.6,154.2,59.0,7.4,3,hypertrophy,Assisted Dip,triceps,1295.0,7,9065.0
1626,FULLBODY3,2022-05-18,101.4,tired,119.5,35.1,83.9,65.6,143.8,67.9,6.4,4,hypertrophy,Reverse Grip Lat Pulldown,back,842.5,9,7582.5
638,FULLBODY2,2016-01-27,81.9,tired,98.8,29.0,68.3,54.8,115.5,57.2,6.0,4,hypertrophy,Overhead Press,shoulders,387.5,12,4650.0
1493,FULLBODY2,2021-07-12,99.8,tired,119.0,33.9,83.2,63.8,140.5,65.4,6.1,5,hypertrophy,Chest-Supported TBar-Row,back,897.5,8,7180.0
947,FULLBODY2,2018-01-17,89.4,tired,106.5,31.8,76.0,58.5,125.0,60.9,6.3,4,hypertrophy,Overhead Press,shoulders,580.0,12,6960.0
1720,FULLBODY1,2022-12-25,104.7,good,126.0,36.5,88.3,70.6,146.1,59.2,8.1,3,hypertrophy,Assisted Dip,triceps,715.0,11,7865.0
1213,FULLBODY1,2019-09-29,95.1,good,113.4,32.6,80.7,62.3,132.4,60.0,8.2,1,hypertrophy,Dumbbell Supinated Curl,biceps,625.0,9,5625.0
391,FULLBODY1,2014-06-29,75.7,okay,91.9,26.9,65.0,49.2,106.3,58.5,8.0,2,hypertrophy,Standing Calf Raise,calves,227.5,12,2730.0
810,FULLBODY3,2017-03-03,86.4,okay,104.3,31.5,73.4,56.4,122.2,68.6,7.6,4,hypertrophy,Lying Leg Curl,hamstrings,397.5,9,3577.5
713,FULLBODY2,2016-07-18,84.1,good,100.0,30.4,71.4,55.6,118.4,62.7,8.3,3,deload,Cable Flye,chest,550.0,6,3300.0
1800,FULLBODY3,2023-06-30,107.3,okay,127.9,36.7,91.4,70.5,153.5,66.6,7.1,2,hypertrophy,Lying Leg Curl,hamstrings,1122.5,7,7857.5
340,FULLBODY1,2014-03-02,74.5,okay,89.1,26.2,62.4,49.1,102.6,70.3,7.7,2,hypertrophy,Standing Calf Raise,calves,237.5,10,2375.0
1390,FULLBODY1,2020-11-16,96.7,tired,118.4,33.9,82.1,62.4,136.7,74.0,7.0,5,hypertrophy,Barbell Bench Press,chest,1112.5,6,6675.0
597,FULLBODY3,2015-10-23,80.2,okay,95.1,28.3,65.4,51.3,112.9,61.4,7.8,1,hypertrophy,Dumbbell Walking Lunge,legs,297.5,9,2677.5
1157,FULLBODY2,2019-05-21,94.5,good,112.6,33.5,82.0,61.6,132.1,63.3,8.0,1,hypertrophy,Deadlift,back,740.0,8,5920.0
1601,FULLBODY2,2022-03-22,100.7,good,118.6,35.1,85.7,65.3,140.1,62.7,8.2,2,deload,Chest-Supported TBar-Row,back,692.5,11,7617.5
301,FULLBODY1,2013-12-01,73.8,tired,86.9,25.1,62.7,46.9,105.4,58.3,6.1,3,hypertrophy,Romanian Deadlift,hamstrings,202.5,8,1620.0
538,FULLBODY1,2015-06-08,79.1,tired,92.6,27.4,65.6,50.7,111.1,61.7,6.4,4,hypertrophy,Back Squat,legs,272.5,12,3270.0
1561,FULLBODY1,2021-12-18,100.2,okay,119.5,34.4,85.8,64.9,139.0,71.4,7.2,1,deload,Back Squat,legs,1497.5,6,8985.0
263,FULLBODY2,2013-09-04,72.9,tired,88.5,25.3,61.7,48.2,102.2,58.0,5.6,4,hypertrophy,Leg Extension,quads,187.5,12,2250.0
1687,FULLBODY1,2022-10-08,104.8,tired,124.4,36.9,88.4,66.7,147.0,56.4,6.1,2,hypertrophy,Romanian Deadlift,hamstrings,1132.5,7,7927.5
1999,FULLBODY1,2024-10-07,110.6,okay,134.8,38.9,94.0,73.7,154.2,63.2,7.2,6,hypertrophy,Back Squat,legs,1040.0,11,11440.0
816,FULLBODY3,2017-03-17,86.2,okay,103.3,30.6,72.5,56.4,121.0,69.9,7.9,2,hypertrophy,Dumbbell Lateral Raise,shoulders,632.5,9,5692.5
1258,FULLBODY1,2020-01-12,95.4,okay,116.4,32.9,84.6,62.3,136.1,55.7,7.5,3,hypertrophy,Back Squat,legs,725.0,10,7250.0
643,FULLBODY1,2016-02-08,81.9,good,98.4,28.9,68.9,53.1,116.1,65.3,8.1,2,hypertrophy,Dumbbell Supinated Curl,biceps,365.0,8,2920.0
157,FULLBODY1,2012-12-29,72.4,tired,88.6,25.9,62.7,46.3,101.3,64.2,6.6,3,hypertrophy,Barbell Bench Press,chest,187.5,6,1125.0
1337,FULLBODY2,2020-07-13,95.9,okay,115.1,34.2,82.0,62.0,134.8,66.3,7.6,4,deload,Crunch,core,760.0,8,6080.0
960,FULLBODY3,2018-02-16,89.7,okay,105.6,31.1,76.9,58.4,125.0,57.0,7.7,1,hypertrophy,Dumbbell Lateral Raise,shoulders,552.5,12,6630.0
1532,FULLBODY2,2021-10-11,100.4,good,122.0,35.5,85.2,66.0,141.6,66.9,9.1,2,hypertrophy,Dumbbell Skull Crusher,triceps,905.0,12,10860.0
1281,FULLBODY3,2020-03-05,95.7,okay,114.8,33.4,80.5,63.0,133.0,52.1,7.6,4,deload,Dumbbell Walking Lunge,legs,812.5,7,5687.5
23,FULLBODY2,2012-02-21,70.8,good,84.7,25.4,59.9,46.9,100.3,60.1,8.5,1,hypertrophy,Dumbbell Skull Crusher,triceps,25.0,12,300.0
30,FULLBODY3,2012-03-08,70.6,okay,83.6,24.1,61.3,46.4,96.0,64.6,7.2,3,hypertrophy,Dumbbell Walking Lunge,legs,52.5,6,315.0
927,FULLBODY3,2017-11-29,88.4,tired,106.3,30.9,75.1,57.0,123.6,55.6,6.0,5,hypertrophy,Dumbbell Incline Press,chest,687.5,10,6875.0
563,FULLBODY2,2015-08-03,80.0,good,95.9,28.0,67.5,51.3,110.9,65.7,8.7,1,hypertrophy,Dumbbell Skull Crusher,triceps,335.0,12,4020.0
705,FULLBODY3,2016-07-01,84.5,okay,100.4,30.0,71.5,53.6,116.9,61.0,7.6,2,deload,Dumbbell Lateral Raise,shoulders,502.5,10,5025.0
1093,FULLBODY1,2018-12-24,92.8,okay,111.3,32.6,80.3,61.1,130.1,51.5,7.3,2,hypertrophy,Romanian Deadlift,hamstrings,577.5,9,5197.5
176,FULLBODY2,2013-02-12,71.4,okay,86.8,25.1,61.0,46.5,102.1,62.9,7.9,3,hypertrophy,Crunch,core,107.5,8,860.0
1310,FULLBODY2,2020-05-12,95.1,good,114.4,33.0,80.2,62.2,133.4,69.6,8.2,1,hypertrophy,Leg Extension,quads,800.0,12,9600.0
436,FULLBODY1,2014-10-13,76.4,okay,92.0,26.1,64.7,48.9,107.0,62.3,7.0,2,hypertrophy,Barbell Bench Press,chest,295.0,8,2360.0
1137,FULLBODY3,2019-04-03,93.9,okay,113.1,32.7,80.9,60.5,130.2,69.4,7.4,3,deload,Dumbbell Lateral Raise,shoulders,650.0,12,7800.0
417,FULLBODY3,2014-08-27,76.2,tired,90.0,26.7,64.6,49.7,104.4,61.8,6.8,2,deload,Barbell Hip Thrust,glutes,435.0,8,3480.0
1817,FULLBODY2,2023-08-09,107.5,okay,129.8,38.3,90.7,69.3,150.7,66.5,7.3,3,deload,Chest-Supported TBar-Row,back,1090.0,8,8720.0
608,FULLBODY2,2015-11-17,80.5,tired,95.8,27.9,66.7,52.5,113.9,52.5,5.9,3,hypertrophy,Chest-Supported TBar-Row,back,455.0,7,3185.0
874,FULLBODY1,2017-07-31,87.3,good,104.8,31.5,73.3,55.1,122.0,63.9,8.3,2,hypertrophy,Back Squat,legs,582.5,9,5242.5
887,FULLBODY2,2017-08-28,87.5,good,104.4,30.6,74.1,55.3,122.2,63.6,8.0,5,hypertrophy,Chest-Supported TBar-Row,back,562.5,8,4500.0
390,FULLBODY3,2014-06-26,75.6,good,91.4,26.3,65.3,50.0,105.3,67.0,8.6,1,hypertrophy,Reverse Grip Lat Pulldown,back,210.0,10,2100.0
613,FULLBODY1,2015-11-28,80.7,good,96.4,30.0,70.9,52.3,113.9,60.9,8.3,3,hypertrophy,Dumbbell Supinated Curl,biceps,397.5,7,2782.5
620,FULLBODY2,2015-12-16,80.9,okay,98.4,28.2,69.7,52.0,113.6,70.9,7.0,2,hypertrophy,Overhead Press,shoulders,377.5,12,4530.0
55,FULLBODY1,2012-05-05,70.7,okay,84.7,25.2,58.2,46.9,100.0,62.3,7.2,4,hypertrophy,Standing Calf Raise,calves,105.0,7,735.0
1070,FULLBODY2,2018-10-29,92.8,okay,111.8,31.7,78.6,59.1,132.6,57.6,7.4,2,hypertrophy,Chest-Supported TBar-Row,back,527.5,10,5275.0
699,FULLBODY3,2016-06-16,84.7,okay,102.4,29.1,73.6,55.7,118.8,63.8,7.8,3,hypertrophy,Dumbbell Walking Lunge,legs,522.5,6,3135.0
123,FULLBODY3,2012-10-11,71.9,tired,84.7,24.9,61.7,47.1,100.4,70.8,5.9,3,hypertrophy,Barbell Hip Thrust,glutes,122.5,12,1470.0
53,FULLBODY2,2012-04-30,70.6,tired,84.7,24.2,58.6,46.9,98.4,59.2,5.4,5,hypertrophy,Dumbbell Skull Crusher,triceps,40.0,12,480.0
935,FULLBODY2,2017-12-18,88.9,good,106.9,31.9,76.1,57.7,123.8,64.2,9.5,1,hypertrophy,Overhead Press,shoulders,572.5,12,6870.0
366,FULLBODY3,2014-05-01,75.1,good,90.0,26.7,63.6,50.4,103.9,64.6,8.8,1,hypertrophy,Lying Leg Curl,hamstrings,215.0,8,1720.0
544,FULLBODY1,2015-06-21,79.4,tired,95.3,28.4,66.9,50.7,111.5,55.9,6.9,2,hypertrophy,Back Squat,legs,277.5,12,3330.0
780,FULLBODY3,2016-12-21,86.2,okay,106.1,30.3,73.6,55.9,120.3,71.3,7.1,3,hypertrophy,Reverse Grip Lat Pulldown,back,482.5,8,3860.0
1357,FULLBODY1,2020-08-29,96.4,okay,116.3,34.0,79.4,62.5,135.1,57.7,7.8,3,hypertrophy,Lat Pulldown,back,822.5,8,6580.0
1645,FULLBODY1,2022-07-03,103.2,okay,126.3,36.3,88.7,66.6,143.5,60.7,7.4,4,hypertrophy,Romanian Deadlift,hamstrings,645.0,12,7740.0
980,FULLBODY2,2018-04-03,90.1,tired,107.6,31.5,77.2,58.4,129.4,56.7,5.8,6,hypertrophy,Dumbbell Skull Crusher,triceps,582.5,12,6990.0
1666,FULLBODY1,2022-08-22,104.0,good,125.6,35.5,89.2,67.9,145.4,60.9,8.9,1,hypertrophy,Standing Calf Raise,calves,785.0,12,9420.0
1866,FULLBODY3,2023-11-29,108.5,tired,129.5,37.7,92.6,70.6,152.0,52.4,6.0,3,hypertrophy,Dumbbell Lateral Raise,shoulders,1192.5,11,13117.5
1921,FULLBODY1,2024-04-08,109.5,good,131.1,39.4,94.6,70.6,152.5,57.9,8.2,1,deload,Assisted Dip,triceps,1467.5,6,8805.0
850,FULLBODY1,2017-06-03,86.6,good,104.4,30.0,72.7,58.1,121.2,62.8,8.6,1,hypertrophy,Barbell Bench Press,chest,695.0,6,4170.0
88,FULLBODY1,2012-07-22,71.8,okay,85.2,25.3,60.4,46.2,98.3,54.0,7.0,3,hypertrophy,Dumbbell Supinated Curl,biceps,42.5,11,467.5
368,FULLBODY2,2014-05-06,75.1,okay,89.7,26.1,62.9,49.6,106.1,64.0,7.7,1,hypertrophy,Dumbbell Skull Crusher,triceps,222.5,12,2670.0
8,FULLBODY2,2012-01-16,70.4,tired,86.7,24.9,59.9,46.8,100.5,61.1,5.4,5,hypertrophy,Cable Flye,chest,35.0,7,245.0
1959,FULLBODY3,2024-07-04,110.3,tired,132.5,39.2,93.7,72.6,154.7,69.2,6.8,3,hypertrophy,Seated Face Pull,shoulders,1002.5,9,9022.5
478,FULLBODY1,2015-01-19,76.9,tired,90.8,26.7,65.0,47.6,107.9,56.9,4.8,6,hypertrophy,Barbell Bench Press,chest,362.5,7,2537.5
1516,FULLBODY1,2021-09-04,100.3,okay,122.2,35.3,84.8,65.5,139.0,65.1,7.8,3,hypertrophy,Dumbbell Supinated Curl,biceps,695.0,10,6950.0
1813,FULLBODY1,2023-07-29,107.5,tired,128.8,36.6,92.5,70.1,149.0,58.6,7.0,3,hypertrophy,Standing Calf Raise,calves,1025.0,10,10250.0
1429,FULLBODY1,2021-02-14,98.0,okay,117.6,33.4,85.0,64.6,138.2,68.7,7.6,3,hypertrophy,Assisted Dip,triceps,590.0,11,6490.0
1582,FULLBODY1,2022-02-05,100.5,good,121.8,34.9,85.4,66.2,141.4,53.6,8.6,2,hypertrophy,Barbell Bench Press,chest,837.5,9,7537.5
840,FULLBODY3,2017-05-10,86.2,tired,103.0,29.6,75.3,56.5,119.4,61.6,6.9,3,hypertrophy,Barbell Hip Thrust,glutes,590.0,11,6490.0
1361,FULLBODY2,2020-09-07,96.4,tired,116.8,34.0,82.0,61.7,133.4,61.6,5.1,6,deload,Dumbbell Skull Crusher,triceps,970.0,10,9700.0
1286,FULLBODY2,2020-03-17,95.9,okay,115.1,33.6,79.3,61.1,134.7,68.0,7.1,2,hypertrophy,Deadlift,back,715.0,9,6435.0
259,FULLBODY1,2013-08-26,72.7,good,85.3,26.0,62.1,46.9,103.0,65.1,8.1,2,hypertrophy,Dumbbell Supinated Curl,biceps,135.0,9,1215.0
142,FULLBODY1,2012-11-24,72.8,okay,88.8,24.8,61.4,47.8,102.2,60.4,7.0,1,hypertrophy,Romanian Deadlift,hamstrings,102.5,9,922.5
1388,FULLBODY2,2020-11-10,96.7,good,115.7,33.8,81.1,61.6,136.6,63.3,9.1,1,hypertrophy,Leg Extension,quads,847.5,12,10170.0
1679,FULLBODY2,2022-09-21,104.2,tired,125.8,36.5,87.7,68.7,145.0,56.2,5.8,3,hypertrophy,Chest-Supported TBar-Row,back,1150.0,7,8050.0
1202,FULLBODY2,2019-09-03,94.9,okay,113.5,34.1,80.4,61.4,134.7,56.9,7.5,3,hypertrophy,Cable Flye,chest,602.5,9,5422.5
421,FULLBODY1,2014-09-06,76.3,tired,91.0,27.1,65.1,49.3,106.5,51.7,6.7,3,hypertrophy,Lat Pulldown,back,282.5,8,2260.0
452,FULLBODY2,2014-11-19,77.1,good,92.8,27.6,66.7,49.4,108.0,61.2,8.3,1,hypertrophy,Dumbbell Skull Crusher,triceps,272.5,12,3270.0
669,FULLBODY3,2016-04-06,83.0,tired,99.9,28.5,71.3,54.3,116.4,67.9,5.3,4,hypertrophy,Reverse Grip Lat Pulldown,back,377.5,9,3397.5
375,FULLBODY3,2014-05-21,75.4,okay,91.1,26.4,63.2,49.6,104.1,60.1,7.5,3,hypertrophy,Dumbbell Walking Lunge,legs,290.0,6,1740.0
517,FULLBODY1,2015-04-18,78.8,good,96.0,27.3,66.2,50.8,111.1,59.3,9.1,2,hypertrophy,Back Squat,legs,350.0,9,3150.0
1177,FULLBODY1,2019-07-08,95.0,tired,113.3,32.6,81.2,61.6,131.3,64.7,6.5,4,deload,Romanian Deadlift,hamstrings,560.0,10,5600.0
1125,FULLBODY3,2019-03-07,93.5,good,113.0,32.8,79.7,61.0,130.4,60.9,8.2,2,hypertrophy,Barbell Hip Thrust,glutes,715.0,12,8580.0
1600,FULLBODY1,2022-03-20,100.5,tired,120.7,35.4,84.6,65.3,142.5,63.9,6.3,4,hypertrophy,Dumbbell Supinated Curl,biceps,732.5,10,7325.0
542,FULLBODY2,2015-06-15,79.2,okay,96.7,28.0,68.0,52.8,109.5,62.7,7.6,3,hypertrophy,Crunch,core,402.5,6,2415.0
1353,FULLBODY3,2020-08-21,96.5,okay,116.6,34.5,81.2,62.9,135.1,69.2,7.4,2,deload,Dumbbell Walking Lunge,legs,862.5,7,6037.5
492,FULLBODY3,2015-02-20,78.0,okay,93.9,27.5,66.8,50.3,107.9,56.2,7.6,3,hypertrophy,Reverse Grip Lat Pulldown,back,435.0,6,2610.0
271,FULLBODY1,2013-09-21,72.9,okay,86.8,25.9,62.1,46.5,103.3,63.7,7.8,3,hypertrophy,Lat Pulldown,back,255.0,6,1530.0
1929,FULLBODY3,2024-04-26,109.6,okay,131.7,37.1,93.9,71.3,153.9,71.5,7.6,3,deload,Barbell Hip Thrust,glutes,1175.0,12,14100.0
1867,FULLBODY1,2023-12-04,108.4,good,131.0,37.4,94.9,69.7,151.1,61.8,8.2,1,hypertrophy,Romanian Deadlift,hamstrings,727.5,12,8730.0
751,FULLBODY1,2016-10-15,84.5,good,100.2,28.7,72.3,53.5,117.2,58.3,8.7,1,hypertrophy,Standing Calf Raise,calves,450.0,10,4500.0
739,FULLBODY1,2016-09-17,84.2,okay,100.9,29.0,71.5,54.3,116.6,58.6,7.9,2,hypertrophy,Barbell Bench Press,chest,407.5,9,3667.5
923,FULLBODY2,2017-11-21,88.4,okay,107.5,31.1,76.1,58.6,122.5,58.3,7.4,1,hypertrophy,Dumbbell Skull Crusher,triceps,547.5,12,6570.0
216,FULLBODY3,2013-05-15,72.0,tired,85.7,25.2,60.7,47.5,100.5,58.0,6.3,5,hypertrophy,Dumbbell Walking Lunge,legs,107.5,10,1075.0
1383,FULLBODY3,2020-10-28,96.6,good,117.0,34.0,82.6,63.2,134.8,53.8,8.6,1,hypertrophy,Dumbbell Lateral Raise,shoulders,797.5,12,9570.0
96,FULLBODY3,2012-08-08,71.8,tired,87.2,25.3,61.3,45.2,101.1,58.8,6.4,5,hypertrophy,Dumbbell Lateral Raise,shoulders,57.5,12,690.0
1993,FULLBODY1,2024-09-23,110.4,okay,133.6,38.2,92.6,71.1,152.4,65.5,7.9,1,deload,Back Squat,legs,950.0,12,11400.0
129,FULLBODY3,2012-10-25,72.5,good,87.5,24.1,59.6,46.4,101.4,54.1,9.3,1,deload,Dumbbell Incline Press,chest,110.0,12,1320.0
473,FULLBODY2,2015-01-07,77.0,good,93.4,27.3,65.6,49.8,108.2,61.4,8.4,1,deload,Chest-Supported TBar-Row,back,317.5,8,2540.0
1147,FULLBODY1,2019-04-28,94.0,good,112.4,32.4,80.2,61.5,131.2,66.7,8.3,2,hypertrophy,Assisted Dip,triceps,745.0,7,5215.0
892,FULLBODY1,2017-09-09,87.4,tired,104.3,29.5,74.5,56.0,121.6,68.6,6.8,4,hypertrophy,Lat Pulldown,back,550.0,8,4400.0
413,FULLBODY2,2014-08-20,76.2,tired,90.9,26.8,64.3,49.6,107.9,57.1,6.8,4,hypertrophy,Dumbbell Skull Crusher,triceps,250.0,12,3000.0
858,FULLBODY3,2017-06-23,86.8,good,104.8,30.1,72.0,56.2,123.2,62.9,9.9,1,hypertrophy,Seated Face Pull,shoulders,495.0,8,3960.0
1106,FULLBODY2,2019-01-22,93.2,okay,112.2,32.9,78.0,60.3,129.8,61.7,7.5,2,hypertrophy,Cable Flye,chest,715.0,7,5005.0
1526,FULLBODY2,2021-09-28,100.7,okay,121.2,35.0,84.1,66.9,141.6,59.4,7.3,3,hypertrophy,Deadlift,back,1255.0,6,7530.0
1449,FULLBODY3,2021-04-02,99.2,okay,118.6,34.9,84.6,64.8,136.9,63.4,8.0,1,deload,Dumbbell Lateral Raise,shoulders,840.0,12,10080.0
1200,FULLBODY3,2019-08-30,95.0,good,113.5,34.0,81.4,62.4,133.3,54.2,8.5,1,hypertrophy,Seated Face Pull,shoulders,695.0,8,5560.0
1,FULLBODY1,2012-01-02,70.1,tired,82.8,25.2,60.4,45.7,98.6,71.5,6.4,3,deload,Lat Pulldown,back,35.6,10,356.0
1702,FULLBODY1,2022-11-14,104.6,tired,124.1,36.9,88.4,68.2,145.5,64.0,6.8,3,hypertrophy,Back Squat,legs,882.5,11,9707.5
869,FULLBODY2,2017-07-19,86.9,tired,104.0,31.3,73.3,57.2,121.6,55.6,6.7,5,hypertrophy,Leg Extension,quads,627.5,10,6275.0
76,FULLBODY1,2012-06-23,71.3,good,87.2,24.5,60.4,47.2,100.5,56.4,8.6,1,hypertrophy,Dumbbell Supinated Curl,biceps,52.5,8,420.0
1726,FULLBODY1,2023-01-08,104.5,tired,124.9,36.1,86.7,66.6,146.9,62.3,6.3,2,hypertrophy,Back Squat,legs,822.5,12,9870.0
1169,FULLBODY2,2019-06-17,94.9,okay,113.5,33.2,80.4,62.5,134.6,66.6,7.0,2,deload,Crunch,core,895.0,6,5370.0
1777,FULLBODY1,2023-05-08,106.7,tired,128.5,37.5,90.3,69.2,150.7,64.2,6.8,5,deload,Standing Calf Raise,calves,1005.0,10,10050.0
926,FULLBODY2,2017-11-29,88.6,tired,108.3,30.9,76.8,57.8,124.5,56.5,6.8,3,hypertrophy,Overhead Press,shoulders,617.5,11,6792.5
1785,FULLBODY3,2023-05-26,106.7,good,128.0,37.8,90.3,69.6,149.3,58.2,9.0,1,deload,Dumbbell Walking Lunge,legs,1317.5,6,7905.0
1924,FULLBODY1,2024-04-15,109.5,okay,129.9,38.4,92.4,71.7,152.0,53.8,7.4,3,hypertrophy,Standing Calf Raise,calves,992.5,11,10917.5
1275,FULLBODY3,2020-02-21,95.7,okay,114.7,33.4,80.1,62.5,135.6,64.6,7.0,5,hypertrophy,Dumbbell Lateral Raise,shoulders,730.0,12,8760.0
487,FULLBODY1,2015-02-08,77.5,good,92.5,26.3,66.7,51.4,107.8,61.7,8.1,2,hypertrophy,Assisted Dip,triceps,247.5,10,2475.0
856,FULLBODY1,2017-06-19,86.8,okay,104.2,30.4,72.4,54.6,122.1,71.4,7.7,2,hypertrophy,Dumbbell Supinated Curl,biceps,552.5,7,3867.5
905,FULLBODY2,2017-10-09,87.3,okay,103.8,30.0,73.6,55.7,122.4,64.0,7.3,3,deload,Deadlift,back,687.5,7,4812.5
1386,FULLBODY3,2020-11-05,96.5,okay,114.2,33.9,82.8,61.7,134.6,63.3,7.8,3,hypertrophy,Reverse Grip Lat Pulldown,back,815.0,8,6520.0
367,FULLBODY1,2014-05-04,75.1,tired,91.6,26.0,62.5,48.0,105.2,62.2,7.0,2,hypertrophy,Romanian Deadlift,hamstrings,195.0,10,1950.0
369,FULLBODY3,2014-05-08,75.1,okay,89.8,25.3,63.9,47.0,103.7,63.4,7.6,2,deload,Dumbbell Lateral Raise,shoulders,260.0,11,2860.0
1635,FULLBODY3,2022-06-08,102.3,good,124.1,35.9,87.4,65.7,140.7,60.1,9.4,1,hypertrophy,Dumbbell Incline Press,chest,970.0,12,11640.0
1198,FULLBODY1,2019-08-24,95.1,good,114.6,33.4,80.8,60.4,134.6,58.9,8.5,2,hypertrophy,Dumbbell Supinated Curl,biceps,930.0,6,5580.0
373,FULLBODY1,2014-05-19,75.5,tired,90.3,26.5,64.2,47.2,105.1,63.4,6.8,4,hypertrophy,Romanian Deadlift,hamstrings,197.5,10,1975.0
1401,FULLBODY3,2020-12-11,97.0,good,115.8,34.3,83.2,63.7,136.8,47.5,8.9,1,deload,Dumbbell Incline Press,chest,827.5,12,9930.0
1895,FULLBODY2,2024-02-06,109.6,good,131.6,38.2,94.7,70.8,152.4,63.3,8.3,2,hypertrophy,Crunch,core,1205.0,7,8435.0
301,FULLBODY1,2013-12-01,73.8,tired,86.9,25.1,62.7,46.9,105.4,58.3,6.1,3,hypertrophy,Assisted Dip,triceps,165.0,10,1650.0
1861,FULLBODY1,2023-11-20,108.4,good,130.2,37.8,91.8,70.4,152.4,60.5,8.1,1,hypertrophy,Barbell Bench Press,chest,987.5,9,8887.5
1745,FULLBODY2,2023-02-22,105.1,good,127.5,36.1,90.0,70.0,146.4,78.6,8.1,3,deload,Leg Extension,quads,1062.5,12,12750.0
1831,FULLBODY1,2023-09-09,107.7,tired,129.1,37.2,91.5,69.7,148.9,59.3,6.4,3,hypertrophy,Dumbbell Supinated Curl,biceps,940.0,9,8460.0
714,FULLBODY3,2016-07-21,84.0,good,100.4,29.5,69.0,54.4,118.5,71.7,8.4,3,hypertrophy,Barbell Hip Thrust,glutes,620.0,9,5580.0
1497,FULLBODY3,2021-07-23,100.1,okay,118.5,33.8,83.7,64.4,140.4,62.8,7.7,3,deload,Reverse Grip Lat Pulldown,back,1175.0,6,7050.0
723,FULLBODY3,2016-08-11,84.2,okay,102.4,29.7,71.5,54.8,119.8,59.6,7.9,4,hypertrophy,Barbell Hip Thrust,glutes,562.5,10,5625.0
95,FULLBODY2,2012-08-06,71.8,okay,87.4,25.3,64.3,46.8,100.5,64.3,7.7,2,hypertrophy,Deadlift,back,130.0,10,1300.0
634,FULLBODY1,2016-01-17,81.7,good,96.8,27.7,69.5,52.5,113.7,64.5,8.9,1,hypertrophy,Romanian Deadlift,hamstrings,462.5,7,3237.5
1918,FULLBODY1,2024-03-31,109.8,good,132.0,38.1,95.3,72.6,155.1,64.1,8.4,1,hypertrophy,Romanian Deadlift,hamstrings,1280.0,7,8960.0
546,FULLBODY3,2015-06-26,79.7,good,95.7,27.4,68.7,51.6,110.5,64.9,8.8,2,hypertrophy,Dumbbell Incline Press,chest,347.5,12,4170.0
968,FULLBODY2,2018-03-06,90.1,good,107.9,31.8,75.4,59.8,126.4,63.9,8.4,2,hypertrophy,Cable Flye,chest,630.0,7,4410.0
1886,FULLBODY2,2024-01-15,109.1,good,131.3,37.8,92.7,70.2,155.0,59.4,8.3,1,hypertrophy,Cable Flye,chest,1385.0,6,8310.0
1038,FULLBODY3,2018-08-17,91.6,tired,110.9,31.6,75.9,57.4,128.2,67.9,6.4,4,hypertrophy,Dumbbell Incline Press,chest,630.0,12,7560.0
